"","StrainID","Drug","metric","date","median_value","perc","perc_inhibition","SILVA_Species","Strain_Info","GTDB_08-rs214_taxonomy"
"103","JEB53866","PFOSNO-high","AUC","20260709",42.9218,135.667,-35.667,"Dorea formicigenerans","DSM 98888","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea formicigenerans"
"104","JEB53866","PFOSNO-low","AUC","20260212",46.0481,120.0021,-20.0021,"Dorea formicigenerans","DSM 98888","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea formicigenerans"
"105","JEB53866","PFOSNO-low","AUC","20260310",37.1957,92.5498,7.4502,"Dorea formicigenerans","DSM 98888","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea formicigenerans"
"106","JEB53866","PFOS-low","AUC","20260305",41.0493,106.0933,-6.0933,"Dorea formicigenerans","DSM 98888","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea formicigenerans"
"107","JEB81357","PFOS-low","AUC","20260102",57.6844,123.0637,-23.0637,"Enterocloster bolteae","DSM 96233","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster bolteae"
"108","JEB81357","PFOS-low","AUC","20260322",33.924,99.1566,0.843400000000003,"Enterocloster bolteae","DSM 96233","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster bolteae"
"109","JEB81357","PFOS-high","AUC","20260505",24.1945,92.0061,7.9939,"Enterocloster bolteae","DSM 96233","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster bolteae"
"110","JEB81357","PFOSNO-low","AUC","20260202",39.281,109.7224,-9.72239999999999,"Enterocloster bolteae","DSM 96233","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster bolteae"
"111","JEB81357","PFOS-high","AUC","20260715",37.5483,137.4757,-37.4757,"Enterocloster bolteae","DSM 96233","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster bolteae"
"112","JEB81357","PFOS-high","AUC","20260510",35.2296,78.5507,21.4493,"Enterocloster bolteae","DSM 96233","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster bolteae"
"113","JEB81357","PFOS-low","AUC","20260426",55.3662,102.5572,-2.55719999999999,"Enterocloster bolteae","DSM 96233","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster bolteae"
"114","JEB60061","PFOSNO-high","AUC","20260207",59.8381,78.5845,21.4155,"Blautia wexlerae","DSM 61384","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia wexlerae"
"115","JEB60061","PFOSNO-high","AUC","20260225",49.1393,104.9831,-4.98309999999999,"Blautia wexlerae","DSM 61384","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia wexlerae"
"116","JEB60061","Veh","AUC","20260521",37.0939,105.6659,-5.66589999999999,"Blautia wexlerae","DSM 61384","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia wexlerae"
"117","JEB60061","PFOS-high","AUC","20260201",27.7481,89.7818,10.2182,"Blautia wexlerae","DSM 61384","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia wexlerae"
"118","JEB65735","PFOSNO-high","AUC","20260624",30.172,75.0344,24.9656,"Streptococcus sp. A12","DSM 31898","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp. A12"
"119","JEB65735","PFOS-high","AUC","20260407",49.2115,87.7668,12.2332,"Streptococcus sp. A12","DSM 31898","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp. A12"
"120","JEB65735","PFOS-low","AUC","20260129",39.0421,92.1059,7.8941,"Streptococcus sp. A12","DSM 31898","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp. A12"
"121","JEB65735","Veh","AUC","20260207",27.5358,110.2462,-10.2462,"Streptococcus sp. A12","DSM 31898","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp. A12"
"122","JEB65735","PFOS-low","AUC","20260526",20.6093,75.5132,24.4868,"Streptococcus sp. A12","DSM 31898","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp. A12"
"123","JEB55765","Veh","AUC","20260301",55.2916,128.7694,-28.7694,"Streptococcus sobrinus","DSM 55097","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sobrinus"
"124","JEB55765","PFOS-high","AUC","20260409",50.0909,72.7693,27.2307,"Streptococcus sobrinus","DSM 55097","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sobrinus"
"125","JEB55765","PFOS-high","AUC","20260116",43.9109,64.4608,35.5392,"Streptococcus sobrinus","DSM 55097","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sobrinus"
"126","JEB55765","Veh","AUC","20260502",21.0468,101.6677,-1.6677,"Streptococcus sobrinus","DSM 55097","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sobrinus"
"127","JEB55765","PFOSNO-high","AUC","20260203",52.3533,115.7496,-15.7496,"Streptococcus sobrinus","DSM 55097","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sobrinus"
"128","JEB55765","PFOSNO-low","AUC","20260625",48.4593,102.3268,-2.32680000000001,"Streptococcus sobrinus","DSM 55097","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sobrinus"
"129","JEB55765","Veh","AUC","20260627",55.4487,108.5741,-8.5741,"Streptococcus sobrinus","DSM 55097","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sobrinus"
"130","JEB55765","PFOS-low","AUC","20260514",37.2232,124.0342,-24.0342,"Streptococcus sobrinus","DSM 55097","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sobrinus"
"131","JEB73723","PFOSNO-high","AUC","20260203",58.9561,109.2518,-9.2518,"Roseburia rectibacter","DSM 29825","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia rectibacter"
"132","JEB73723","PFOSNO-low","AUC","20260225",39.3479,96.9111,3.0889,"Roseburia rectibacter","DSM 29825","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia rectibacter"
"133","JEB73723","PFOS-high","AUC","20260216",37.9856,124.6085,-24.6085,"Roseburia rectibacter","DSM 29825","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia rectibacter"
"134","JEB73723","PFOSNO-low","AUC","20260303",30.6053,106.139,-6.139,"Roseburia rectibacter","DSM 29825","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia rectibacter"
"135","JEB73723","PFOS-high","AUC","20260613",59.9312,111.677,-11.677,"Roseburia rectibacter","DSM 29825","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia rectibacter"
"136","JEB46290","PFOS-high","AUC","20260325",42.9538,97.8639,2.1361,"Bacteroides fragilis","DSM 12890","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis"
"137","JEB46290","Veh","AUC","20260501",33.944,104.5422,-4.54219999999999,"Bacteroides fragilis","DSM 12890","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis"
"138","JEB46290","PFOSNO-low","AUC","20260618",27.3997,113.2012,-13.2012,"Bacteroides fragilis","DSM 12890","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis"
"139","JEB46290","PFOS-low","AUC","20260518",45.0798,97.3369,2.6631,"Bacteroides fragilis","DSM 12890","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis"
"140","JEB57622","PFOS-high","AUC","20260405",50.3883,98.6712,1.3288,"Clostridium saccharogumia","DSM 72116","NA;s__Clostridium saccharogumia"
"141","JEB57622","Veh","AUC","20260505",49.7935,136.1799,-36.1799,"Clostridium saccharogumia","DSM 72116","NA;s__Clostridium saccharogumia"
"142","JEB57622","PFOS-high","AUC","20260216",33.8116,99.0714,0.928600000000003,"Clostridium saccharogumia","DSM 72116","NA;s__Clostridium saccharogumia"
"143","JEB57622","PFOS-high","AUC","20260715",40.1635,106.8719,-6.8719,"Clostridium saccharogumia","DSM 72116","NA;s__Clostridium saccharogumia"
"144","JEB62164","PFOS-high","AUC","20260627",46.2695,85.6035,14.3965,"Bifidobacterium saguini","DSM 23112","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium saguini"
"145","JEB62164","PFOS-high","AUC","20260322",54.2195,100.6338,-0.633799999999994,"Bifidobacterium saguini","DSM 23112","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium saguini"
"146","JEB62164","PFOS-high","AUC","20260709",26.477,65.3404,34.6596,"Bifidobacterium saguini","DSM 23112","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium saguini"
"147","JEB62164","PFOSNO-low","AUC","20260531",40.1295,104.9902,-4.9902,"Bifidobacterium saguini","DSM 23112","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium saguini"
"148","JEB62164","PFOS-high","AUC","20260419",43.4759,79.787,20.213,"Bifidobacterium saguini","DSM 23112","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium saguini"
"149","JEB84609","PFOSNO-high","AUC","20260424",31.4958,97.5908,2.4092,"Clostridium spiroforme","DSM 32865","NA;s__Clostridium spiroforme"
"150","JEB84609","PFOSNO-high","AUC","20260604",52.5302,114.1156,-14.1156,"Clostridium spiroforme","DSM 32865","NA;s__Clostridium spiroforme"
"151","JEB84609","PFOS-high","AUC","20260509",36.8991,101.5536,-1.5536,"Clostridium spiroforme","DSM 32865","NA;s__Clostridium spiroforme"
"152","JEB84609","PFOS-high","AUC","20260712",57.9837,67.5631,32.4369,"Clostridium spiroforme","DSM 32865","NA;s__Clostridium spiroforme"
"153","JEB84609","PFOS-high","AUC","20260602",44.7617,120.3514,-20.3514,"Clostridium spiroforme","DSM 32865","NA;s__Clostridium spiroforme"
"154","JEB84609","PFOSNO-low","AUC","20260401",36.8121,110.4647,-10.4647,"Clostridium spiroforme","DSM 32865","NA;s__Clostridium spiroforme"
"155","JEB84609","PFOS-low","AUC","20260118",37.0554,115.7073,-15.7073,"Clostridium spiroforme","DSM 32865","NA;s__Clostridium spiroforme"
"156","JEB84609","Veh","AUC","20260117",25.3048,77.7917,22.2083,"Clostridium spiroforme","DSM 32865","NA;s__Clostridium spiroforme"
"157","JEB51908","Veh","AUC","20260209",45.8267,57.8242,42.1758,"Bifidobacterium pseudolongum","DSM 36733","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudolongum"
"158","JEB51908","PFOS-low","AUC","20260713",24.043,101.2098,-1.2098,"Bifidobacterium pseudolongum","DSM 36733","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudolongum"
"159","JEB51908","PFOSNO-high","AUC","20260104",29.2381,86.551,13.449,"Bifidobacterium pseudolongum","DSM 36733","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudolongum"
"160","JEB51908","PFOS-high","AUC","20260513",35.4784,77.666,22.334,"Bifidobacterium pseudolongum","DSM 36733","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudolongum"
"161","JEB51908","PFOS-high","AUC","20260501",44.6928,110.4771,-10.4771,"Bifidobacterium pseudolongum","DSM 36733","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudolongum"
"162","JEB75967","Veh","AUC","20260114",41.6927,100.6142,-0.614199999999997,"Bifidobacterium asteroides","DSM 61536","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium asteroides"
"163","JEB75967","PFOS-low","AUC","20260208",41.2363,119.4856,-19.4856,"Bifidobacterium asteroides","DSM 61536","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium asteroides"
"164","JEB75967","PFOS-high","AUC","20260405",44.7302,91.8401,8.15989999999999,"Bifidobacterium asteroides","DSM 61536","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium asteroides"
"165","JEB75967","PFOS-low","AUC","20260327",45.9157,68.944,31.056,"Bifidobacterium asteroides","DSM 61536","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium asteroides"
"166","JEB72631","Veh","AUC","20260328",58.3689,96.9823,3.0177,"Streptococcus gwangjuense","DSM 8797","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus gwangjuense"
"167","JEB72631","Veh","AUC","20260222",28.0335,74.3582,25.6418,"Streptococcus gwangjuense","DSM 8797","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus gwangjuense"
"168","JEB72631","Veh","AUC","20260316",58.1411,118.1319,-18.1319,"Streptococcus gwangjuense","DSM 8797","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus gwangjuense"
"169","JEB72631","Veh","AUC","20260613",33.4891,75.788,24.212,"Streptococcus gwangjuense","DSM 8797","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus gwangjuense"
"170","JEB72631","PFOSNO-high","AUC","20260521",30.0988,104.9947,-4.99469999999999,"Streptococcus gwangjuense","DSM 8797","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus gwangjuense"
"171","JEB72631","PFOSNO-high","AUC","20260215",51.8587,88.873,11.127,"Streptococcus gwangjuense","DSM 8797","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus gwangjuense"
"172","JEB95737","PFOSNO-low","AUC","20260313",20.0383,81.6741,18.3259,"Enterobacter cloacae complex sp. R_G8","DSM 11777","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter cloacae complex sp. R_G8"
"173","JEB95737","PFOSNO-low","AUC","20260405",56.5208,84.6657,15.3343,"Enterobacter cloacae complex sp. R_G8","DSM 11777","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter cloacae complex sp. R_G8"
"174","JEB95737","PFOSNO-low","AUC","20260131",58.6089,104.2795,-4.2795,"Enterobacter cloacae complex sp. R_G8","DSM 11777","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter cloacae complex sp. R_G8"
"175","JEB95737","PFOSNO-high","AUC","20260528",22.964,100.5479,-0.547899999999998,"Enterobacter cloacae complex sp. R_G8","DSM 11777","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter cloacae complex sp. R_G8"
"176","JEB95737","PFOS-high","AUC","20260127",56.132,100.2408,-0.240799999999993,"Enterobacter cloacae complex sp. R_G8","DSM 11777","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter cloacae complex sp. R_G8"
"177","JEB16362","PFOSNO-low","AUC","20260604",31.6491,92.7416,7.2584,"Bifidobacterium lemurum","DSM 20049","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium lemurum"
"178","JEB16362","PFOSNO-high","AUC","20260420",45.9607,93.7074,6.29259999999999,"Bifidobacterium lemurum","DSM 20049","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium lemurum"
"179","JEB16362","PFOSNO-high","AUC","20260430",38.7963,94.768,5.232,"Bifidobacterium lemurum","DSM 20049","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium lemurum"
"180","JEB16362","PFOS-low","AUC","20260609",58.9416,93.8091,6.1909,"Bifidobacterium lemurum","DSM 20049","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium lemurum"
"181","JEB16362","PFOSNO-high","AUC","20260423",49.2597,112.8945,-12.8945,"Bifidobacterium lemurum","DSM 20049","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium lemurum"
"182","JEB35370","Veh","AUC","20260523",53.8194,94.0313,5.9687,"Bifidobacterium pullorum","DSM 28207","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pullorum"
"183","JEB35370","Veh","AUC","20260303",58.462,107.7289,-7.7289,"Bifidobacterium pullorum","DSM 28207","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pullorum"
"184","JEB35370","PFOS-low","AUC","20260212",51.2359,96.8875,3.1125,"Bifidobacterium pullorum","DSM 28207","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pullorum"
"185","JEB35370","Veh","AUC","20260627",46.4733,84.3365,15.6635,"Bifidobacterium pullorum","DSM 28207","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pullorum"
"186","JEB35370","PFOS-high","AUC","20260429",20.7876,113.3882,-13.3882,"Bifidobacterium pullorum","DSM 28207","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pullorum"
"187","JEB35370","Veh","AUC","20260326",40.1319,75.3925,24.6075,"Bifidobacterium pullorum","DSM 28207","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pullorum"
"188","JEB67400","PFOS-high","AUC","20260320",50.4533,101.6942,-1.6942,"Streptococcus salivarius","DSM 61625","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus salivarius"
"189","JEB67400","PFOSNO-low","AUC","20260222",48.3599,99.3539,0.646100000000004,"Streptococcus salivarius","DSM 61625","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus salivarius"
"190","JEB67400","PFOSNO-low","AUC","20260516",23.9076,133.2823,-33.2823,"Streptococcus salivarius","DSM 61625","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus salivarius"
"191","JEB67400","PFOS-high","AUC","20260516",45.1238,110.2401,-10.2401,"Streptococcus salivarius","DSM 61625","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus salivarius"
"192","JEB67400","PFOS-low","AUC","20260217",46.4195,85.2333,14.7667,"Streptococcus salivarius","DSM 61625","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus salivarius"
"193","JEB67400","Veh","AUC","20260605",58.3454,96.9059,3.0941,"Streptococcus salivarius","DSM 61625","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus salivarius"
"194","JEB67400","PFOS-high","AUC","20260227",30.2153,103.8501,-3.8501,"Streptococcus salivarius","DSM 61625","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus salivarius"
"195","JEB67400","PFOSNO-high","AUC","20260221",32.9525,94.8887,5.1113,"Streptococcus salivarius","DSM 61625","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus salivarius"
"196","JEB80431","PFOS-high","AUC","20260612",40.7732,108.0816,-8.0816,"Parabacteroides merdae","DSM 60514","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides merdae"
"197","JEB80431","Veh","AUC","20260413",56.1991,133.108,-33.108,"Parabacteroides merdae","DSM 60514","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides merdae"
