"unnamed_column_1","StrainID","Drug","metric","date","median_value","perc","perc_inhibition","SILVA_Species","Strain_Info","GTDB_08-rs214_taxonomy","Species_SILVA_clean","Species_GTDB_clean","SILVA_in_FVA","GTDB_in_FVA","Species_merge_source","Species"
1016,"JEB96239","PFOS-high","AUC",20260129,21.2236,126.2033,-26.2033,"Catabacter hongkongensis","DSM 89138","NA;s__Catabacter hongkongensis","Catabacter hongkongensis","Catabacter hongkongensis",TRUE,TRUE,"SILVA_and_GTDB_agree","Catabacter hongkongensis"
1017,"JEB96239","PFOS-low","AUC",20260627,56.0667,70.8373,29.1627,"Catabacter hongkongensis","DSM 89138","NA;s__Catabacter hongkongensis","Catabacter hongkongensis","Catabacter hongkongensis",TRUE,TRUE,"SILVA_and_GTDB_agree","Catabacter hongkongensis"
1018,"JEB96239","PFOS-low","AUC",20260409,48.9162,110.1624,-10.1624,"Catabacter hongkongensis","DSM 89138","NA;s__Catabacter hongkongensis","Catabacter hongkongensis","Catabacter hongkongensis",TRUE,TRUE,"SILVA_and_GTDB_agree","Catabacter hongkongensis"
1027,"JEB40438","PFOS-low","AUC",20260408,59.1062,102.3053,-2.3053,"Bacteroides thetaiotaomicron","DSM 44517","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron","Bacteroides thetaiotaomicron","Bacteroides thetaiotaomicron",TRUE,TRUE,"SILVA_and_GTDB_agree","Bacteroides thetaiotaomicron"
1028,"JEB40438","Veh","AUC",20260527,28.1724,121.8866,-21.8866,"Bacteroides thetaiotaomicron","DSM 44517","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron","Bacteroides thetaiotaomicron","Bacteroides thetaiotaomicron",TRUE,TRUE,"SILVA_and_GTDB_agree","Bacteroides thetaiotaomicron"
1031,"JEB40438","PFOS-high","AUC",20260225,32.7115,101.5869,-1.5869,"Bacteroides thetaiotaomicron","DSM 44517","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron","Bacteroides thetaiotaomicron","Bacteroides thetaiotaomicron",TRUE,TRUE,"SILVA_and_GTDB_agree","Bacteroides thetaiotaomicron"
1039,"JEB88037","Veh","AUC",20260321,52.5127,121.1784,-21.1784,"Bifidobacterium adolescentis","DSM 40998","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis","Bifidobacterium adolescentis","Bifidobacterium adolescentis",TRUE,TRUE,"SILVA_and_GTDB_agree","Bifidobacterium adolescentis"
1040,"JEB88037","PFOS-high","AUC",20260315,43.3448,103.6563,-3.6563,"Bifidobacterium adolescentis","DSM 40998","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis","Bifidobacterium adolescentis","Bifidobacterium adolescentis",TRUE,TRUE,"SILVA_and_GTDB_agree","Bifidobacterium adolescentis"
1043,"JEB88037","Veh","AUC",20260404,32.2487,96.9422,3.0578,"Bifidobacterium adolescentis","DSM 40998","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis","Bifidobacterium adolescentis","Bifidobacterium adolescentis",TRUE,TRUE,"SILVA_and_GTDB_agree","Bifidobacterium adolescentis"
1050,"JEB57919","PFOS-low","AUC",20260720,40.4758,77.5443,22.4557,"Bacteroides thetaiotaomicron","DSM 43958","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron","Bacteroides thetaiotaomicron","Bacteroides thetaiotaomicron",TRUE,TRUE,"SILVA_and_GTDB_agree","Bacteroides thetaiotaomicron"
1053,"JEB57919","PFOS-low","AUC",20260110,30.4228,82.2511,17.7489,"Bacteroides thetaiotaomicron","DSM 43958","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron","Bacteroides thetaiotaomicron","Bacteroides thetaiotaomicron",TRUE,TRUE,"SILVA_and_GTDB_agree","Bacteroides thetaiotaomicron"
1054,"JEB57919","PFOS-low","AUC",20260606,22.6116,104.6665,-4.6665,"Bacteroides thetaiotaomicron","DSM 43958","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron","Bacteroides thetaiotaomicron","Bacteroides thetaiotaomicron",TRUE,TRUE,"SILVA_and_GTDB_agree","Bacteroides thetaiotaomicron"
1056,"JEB57919","Veh","AUC",20260313,47.0831,112.7585,-12.7585,"Bacteroides thetaiotaomicron","DSM 43958","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron","Bacteroides thetaiotaomicron","Bacteroides thetaiotaomicron",TRUE,TRUE,"SILVA_and_GTDB_agree","Bacteroides thetaiotaomicron"
